name,address,area
Sunhill Family Practice,"School Road, Killorglin, Kerry, V93 DK44",Kildare
Tarbert Medical Centre,"1 Saint Patricks Terrace, Tarbert, Kerry, V31 EW21",Kildare
The Ashe Street Clinic,"36 Ashe Street, Tralee, Kerry, V92 H9KV",Kildare
The Edward Court Clinic,"Edward Court, Edward Street, Tralee, Kerry, V92 D42H",Kildare
The Medical Centre,"Railway Road, Kenmare, Kerry, V93 Y02R",Kildare
The Surgery,"33 Main Street, Castleisland, Kerry, V92 P0AC",Kildare
Tralee Medical Centre,"Saint Brendan's Park, Tralee, Kerry, V92 D96H",Kildare
Valentia Road Medical Centre,"Garranebane, Caherciveen, Kerry, V23 TF44",Kildare
Waterville Medical Centre,"Lower Main Street, Waterville, Kerry, V23 H363",Kildare
Ayrfield Medical Practice,"Ayrfield Medical Park, Granges Road, Kilkenny, Kilkenny, R95 P2EF",Kilkenny
Ballyhale Health Centre,"Vicars Lane, Ballyhale, Kilkenny, R95 X0VX",Kilkenny
Ballyragget Medical Centre,"Chapel Avenue, Ballyragget, Kilkenny, R95 W3WA",Kilkenny
Callan Medical Centre,"Callan Primary Care Centre, Friary Walk Retail Park, Callan, Kilkenny, R95 N8XK",Kilkenny
Castle Gardens Surgery,"Castle Road, Kilkenny, Kilkenny, R95 AY8R",Kilkenny
Castlecomer Medical Centre,"Barrack Street, Castlecomer, Kilkenny, R95 E516",Kilkenny
Coolbaun Clinic,"Coolbawn Health Centre, Coolbawn, Castlecomer, Kilkenny, R95 W0HT",Kilkenny
Deerpark Medical Centre,"Deerpark, Mullinavat, Kilkenny, X91 D886",Kilkenny
Dr Achim Schlunke Thomastown,"Primary Care Centre, Lady’s Well Street, Thomastown, Kilkenny, R95 T3FW",Kilkenny
Dr Lonergan and Helly Surgery,"Graiguenamanagh Health Centre, Convent Lane, Graiguenamanagh, Kilkenny, R95 A520",Kilkenny
Dr Michael Canning,"Baracore, Goresbridge, Kilkenny, R95 EV25",Kilkenny
Dr Miriam Hogan,"Saint Anthony's, Newpark, Kilkenny, R95 V270",Kilkenny
Dr Prasad,"2 Bowden's Row, Castlecomer, Kilkenny, R95 HP08",Kilkenny
Freshford Health Centre,"Kilkenny Street, Freshford, Kilkenny, R95 YW0X",Kilkenny
Goresbridge Health Centre,"Barrack Street, Goresbridge, Kilkenny, R95 FX09",Kilkenny
Gowran Medical & Travel Health,"Gowran Health Centre, Main Street, Gowran, Kilkenny, R95 PYW6",Kilkenny
Johnstown Health Centre,"Urlingford Road, Johnstown, Kilkenny, E41 VY73",Kilkenny
Kilkenny Medical Centre,"Garrison House, John's Green, Highhays, Kilkenny, R95 WK0E",Kilkenny
Kilmoganny Health Centre,"Mill Street, Kilmoganny, Kilkenny, R95 W7XN",Kilkenny
Lakeside Family Practice (Loughboy Medical Centre),"Newpark Primary Care Centre, Golf Links Road, Newpark, Kilkenny, R95 HAC4",Kilkenny
Patrick Street Medical Centre,"Colles House, 8 Patrick Street, Kilkenny, Kilkenny, R95 X72F",Kilkenny
Piltown Health Centre,"Main Street, Piltown, Kilkenny, E32 VH98",Kilkenny
Abbeyleix Health Centre,"Ballinakill Road, Abbeyleix, Laois, R32 A006",Laois
Abbeyleix Medical Centre,"Main Street, Abbeyleix, Laois, R32 R58P",Laois
An Lialann,"College Avenue, Mountmellick, Laois, R32 AE00",Laois
Borris In Ossory Health Centre,"Sentryhill, Borris-in-ossory, Laois, R32 DPX8",Laois
Clann Medical Centre (Anna Gullane),"Green View, Mountmellick Road, Portlaoise, Laois, R32 T298",Laois
Clonaslee Medical Centre,"Capparogan, Clonaslee, Laois, R32 PW20",Laois
Dr John Lyons,"Mountrath Health Centre, Link Road, Mountrath , Laois, R32 EA32",Laois
Dr Padraic Farrell,"Ballylinan Health Centre, Ballylinan, Laois, R14 Y156",Laois
Dr Thomas Stewart,"27 Gandon Close, Fairgreen, Portlaoise, Laois, R32 D66C",Laois
Durrow Health Centre,"The Square, Durrow, Laois, R32 WEY2",Laois
Glenard Clinic,"Connolly Street, Mountmellick, Laois, R32 H7KP",Laois
Kilminchy Medical Centre / Boston Health Centre,"Saint Anne's, Dublin Road, Portlaoise, Laois, R32 N9DD",Laois
Kilnacourt Surgery,"Kilnacourt House, Bracklone Street, Portarlington, Laois, R32 X01R",Laois
Maryborough Family Practice,"Parkside, Abbeyleix Road, Portlaoise, Laois, R32 KDN8",Laois
Medi Centre,"Link Road, Portarlington, Laois, R32 PY5N",Laois
Medical Centre Portlaoise,"James Fintan Lalor Avenue, Portlaoise, Laois, R32 CF98",Laois
Mountrath Health Centre,"Link Road, Mountrath, Laois, R32 EA32",Laois
Old Chapel Medical Centre,"8 Chapel Street, Durrow, Laois, R32 A6ND",Laois
Portarlington Family Practice,"Rosetta, Station Road, Portarlington, Laois, R32 XNN9",Laois
Primecare TMB,"The Tyndall Clinic, Barrow Valley Retail Park, Graiguecullen, Laois, R93 N6W8",Laois
Rapid Health Clinic,"7 Lismard Court, Portlaoise, Laois, R32 RRP0",Laois
Rathdowney Health Centre,"Mooreville, Rathdowney, Laois, R32 RFW7",Laois
Stradbally Medical Practice,"Court Square, Stradbally, Laois, R32 VWH7",Laois
The Cedar Clinic,"Mountmellick Road, Portlaoise, Laois, R32 D5XP",Laois
The Medi Centre,"Clonminam Road, Portlaoise, Laois, R32 HW83",Laois
Tyndall Clinic,"Barrow Valley Retail Park, Sleaty Road, Graiguecullen, Laois, R93 N6W8",Laois
Ballinamore Surgery,"7/8 Railway Road, Ballinamore, Leitrim, N41 EF60",Leitrim
Carrick Family Practice,"Mary Immaculate Centre, Summerhill, Carrick-on-shannon, Leitrim, N41 NX21",Leitrim
Carrick Medical Centre,"New Primary Care Centre, Townparks, Carrick-on-shannon, Leitrim, N41 E3C9",Leitrim
Carrigallen Health Centre,"Clooncorick, Carrigallen, Leitrim, H12 K5N7",Leitrim
Dromahair Health Centre,"8 Churchfield, Drumahaire, Dromahair, Leitrim, F91 VX2F",Leitrim
Drumkeeran Health Centre,"Lugmeen, Drumkeeran, Leitrim, N41 HR25",Leitrim
Drumshanbo Health Centre,"Drumshambo Primary Care Centre, Ballinamore Road, Drumshanbo, Leitrim, N41 E942",Leitrim
Manorhamilton Health Centre,"Amorset, Manorhamilton, Leitrim, F91 VX00",Leitrim
Mohill Primary Care Centre,"Water Street, Mohill, Leitrim, N41 VX85",Leitrim
Abbey Medical Centre - Limerick,"Killarney Road, Abbeyfeale, Limerick, Limerick, V94 FP7R",Longford
Abbey River House Medical Practice,"Abbey River House, Charlotte's Quay, Limerick, Limerick, V94 C2NX",Longford
Abbeygrove House Medical Practice,"Abbeygrove House Medical Practice, 31 Sir Harry's Mall, Limerick, Limerick, V94 DY0X",Longford
Adare Family Doctors,"Station Road, Adare, Limerick, V94 KD45",Longford
Adare Medical Centre,"Adare Village Centre, Station Road, Adare, Limerick, V94 N6KW",Longford
Ashdown Medical Centre,"Courtbrack Avenue, South Circular Road, Limerick City, Limerick, V94 H9KR",Longford
Askeaton Medical Centre,"The Quay, Askeaton, Limerick, V94 C9R6",Longford
Atlantic Edge Medical,"Unit 8 Steamboat Quay, Dock Road, Limerick, Limerick, V94 HK84",Longford
Bio Force Medical & Wellness Clinic,"1st Floor George's Quay House, George's Quay, Limerick, Limerick, V94 YW9T",Longford
Blossom Gate Medical Centre,"Kilmallock Primary Care Centre, Kilmallock Business Park, Kilmallock, Limerick, V35 K389",Longford
Broadford Surgery,"Main Street, Broadford, Limerick, P56 E062",Longford
Caherconlish Health Centre,"Templemichael, Caherconlish, Limerick, V94 TY72",Longford
Cara Medical Centre,"Gortboy, Newcastle West, Limerick, V42 XY38",Longford
Castleconnell Medical Practice,"Castleconnell Health Centre, Castleconnell, Limerick, V94 XR96",Longford
Cedarville Surgery,"34 Cedarville, Abbeyfeale, Limerick, V94 CA4P",Longford
Clarina Medical Centre,"Carrigogunnel, Clarina, Limerick, V94 K3V7",Longford
Corbally Medical Centre,"Corbally Road, Corbally, Limerick, V94 WFX9",Longford
County Medical Centre,"Kilmallock Retail Park, Kilmallock, Limerick, V35 V523",Longford
Croagh Medical Centre,"Ballycannon, Croagh, Limerick, Limerick, V94 FDA5",Longford
Cullen & Hanly Family Doctors,"15 Pery Square, Prospect, Limerick, V94 XV4A",Longford
Davin Clinic,"Annesville, Ennis Road, Limerick, Limerick, V94 YY8D",Longford
Doctors 365 Limerick,"38 Clare Street, Limerick, Limerick, V94 YV22",Longford
Doon Medical Clinic,"Saint Josephs Convent Of Mercy, Lisgaugh, Doon, Limerick, V94 EF2V",Longford
Doon-Moon Medical Centre,"Saint Nessan's Road, Dooradoyle, Limerick, V94 FCD1",Longford
Dooradoyle Medical Centre,"Dooradoyle Road, Limerick, Limerick, V94 3H68",Longford
Dr Andrew Kelly,"1 Graney Close, Dooradoyle, Limerick, V94 V2TT",Longford
Dr Annemarie Dineen,"Carlton House, 8 Shannon Street, Limerick, Limerick, V94 TY79",Longford
Dr Blanaid MacCurtain,"The Paddocks, Castle Street, Castleconnell, Limerick, V94 RC56",Longford
Dr Conor Geaney,"HSECroom Primary Care Centre, Skagh, Limerick, V35 XT25",Longford
Dr E and M O'Callaghan,"Newtown, Bruff, Limerick, V35 XK51",Longford
Dr Flynn and Lee,"Ballinacurra House, Ballinacurra, Limerick, V35 EP21",Longford
Dr Giolla McCann,"Westbrook House, Caherdavin Cross, Limerick, V94 F6YE",Longford
Dr John Slevin,"The Moorings 4 Verona Villas, O'Connell Avenue, Limerick, Limerick, V94 AY05",Longford
Dr Judith Bugler,"Main Street, Kilfinane, Limerick, V35 NN52",Longford
Dr Kelly & Loughnane,"Bóthar Buí, Newcastle West, Limerick, V42 V259",Longford
Dr Maire Una Ni Rathaille,"Galbally Road, Ballylanders, Limerick, V35 K164",Longford
Dr Mary McNally G.P. Surgery,"1 Stenson Park, Farranshone, Limerick, V94 XD2E",Longford
Dr Mel Fullam,"Bishop Street, Newcastle West, Limerick, V42 W738",Longford
Dr Negin Reyhani,"51 William Street Uppper, Limerick, Limerick, V94 RY8W",Longford
Dr O'Callaghan and O'Dea,"5 Johnsgate Village, Johnsgate, Limerick, Limerick, V94 VK1H",Longford
Dr Patrick O'Dwyer,"Moore Street, Cappamore, Limerick, V94 C1X4",Longford
Dr Roger Hayes,"Daar Wood, Gortboy, Newcastle West, Limerick, V42 DH77",Longford
Dr Seamus O'Flynn,"Fingall, Ballinacurra Road, Limerick, Limerick, V94 T381",Longford
Dr. John Waters,"33 Fortfield, Raheen, Limerick, V94 HC44",Longford
Dr. Pat Murphy,"Seancarnan, Stradbally North, Castleconnell, Limerick, V94 Y2T9",Longford
Dromcollogher Health Centre,"Buttevant Road, Dromcollogher, Limerick, P56 TD39",Longford
Ennis Road Medical Centre,"Elm Park Villas, Ennis Road, Limerick, Limerick, V94 X5XF",Longford
Family Doctor,"Unit 2/3, Salmon Weir, Annacotty, Limerick, V94 E3W7",Longford
Fealewest Medical Centre,"Killarney Road, Abbeyfeale, Limerick, V94 HX06",Longford
Ferndale Family Practice,"Ferndale, The Square, Abbeyfeale, Limerick, V94 C582",Longford
GP Surgery,"19 Barrington Street, Limerick City, Limerick, V94 PCY9",Longford
Griffin Daly GP Practice,"2 John's Square, Limerick City, Limerick, V94 K44A",Longford
Grove Island Medical Centre,"Unit 15a, Grove Island, Corbally, Limerick, V94 Y5CD",Longford
Hospital Medical Centre,"Coolalough, Hospital, Limerick, V35 CX70",Longford
Kilmurry Medical Centre,"Unit 26A Whitethorns, Briarfield, Castletroy, Limerick, V94 DXY8",Longford
King's Island Medical Centre,"King's Island Primary Care Centre, Island Road, Limerick, V94 T2RF",Longford
Limerick First Medical Centre,"45 Rathmore House, Church Hill Meadows, Raheen, Limerick, V94 392D",Longford
Meadow Springs Medical Centre,"41a Meadow Springs, Clareview, Limerick, V94 RPA8",Longford
Medicentre Limerick,"105 O'Connell Street, Limerick, Limerick, V94 NT2Y",Longford
MedWise Limerick,"Glenesk Commercial Centre, Dublin Road, Castletroy, Limerick, V94 RR24",Longford
Mungret Medical Centre,"Mungret Village, Moneteen, Limerick, V94 X004",Longford
New Road Clinic,"20A Johnsgate Village, New Road, Limerick City, Limerick, V94 DET8",Longford
Newtown Medical Centre,"Newtown, Annacotty, Limerick, V94 Y99E",Longford
Old Windmill Medical Centre,"Lower Gerald Griffin Street, Limerick, Limerick, V94 CX6H",Longford
Park Lodge Medical Centre,"Dublin Road, Rhebogue, Limerick, Limerick, V94 H229",Longford
Parnell Street Surgery,"Parnell Mall, Parnell Street, Limerick, Limerick, V94 RY6P",Longford
People's Park Medical Centre,"The Park, Lord Edward Street, Limerick, Limerick, V94 XE17",Longford
Personal Medical Clinic,"22 University Court, Castletroy, Limerick, V94 AXY7",Longford
Polyclinic Medical and Diagnostic Centre,"Unit E, The Gables, Limerick Ballysimon Road, Limerick City, Limerick, V9494W0",Longford
Quay Clinic,"2 Gortboy Court, Newcastle West, Limerick, V42 E658",Longford
Raheen Medical Centre,"1 Graney Close, Dooradoyle, Limerick, V94 V2TT",Longford
Rathkeale Medical Centre,"Lower Main Street, Rathkeale, Limerick, V94 N4AW",Longford
Riverwest Medical - Foynes,"Foynes Clinic, Corgrigg, Foynes, Limerick, V94 HH2A",Longford
Roxboro Medical Centre,"Unit 8 Quality Retail Centre, Roxboro, Limerick, V94 VC43",Longford
Royal Med Health Centre Limerick,"Barrack View Primary Care Centre, Lord Edward Street, Limerick, Limerick, V94 DD8W",Longford
Rylanes Medical Centre,"Rylanes, Ballingarry, Limerick, V94 K0D2",Longford
St. Patricks Walk in Medical Centre,"3 Courtfields, Gouldavoher, Raheen, Limerick, V94 0X34",Longford
Stanford Clinic,"Unit 6/7 Steamboat Quay, Dock Road, Limerick, Limerick, V94 Y7YH",Longford
The Adare Clinic,"Unit 2 Harvey's Quay, Limerick, Limerick, V94 56T7",Longford
The Clinic,"18/19 Parnell Street, Limerick, Limerick, V94 XE29",Longford
The Clinic Dooradoyle,"14 St. Nessan's Road, Dooradoyle, Limerick, V94 XE29",Longford
The Park Medical Centre,"Barrack View Primary Care Centre, Lord Edward Street, Limerick, Limerick, V94 DD8W",Longford
The Surgery,"22 William Street, Limerick City, Limerick, V94 XV9T",Longford
The Surgery,"Saint Nessan's Road, Dooradoyle, Limerick, V94 K5WH",Longford
The Surgery,"Main Street, Patrickswell, Limerick, V94 C8YV",Longford
Thomond Park Clinic,"19 Cregan Avenue, Kileely, Limerick, V94 DD2V",Longford
Treaty Medical Centre,"Oakdale House, Ennis Road, Limerick, Limerick, V94 NX4T",Longford
Ultimate Health Clinic,"George's Quay House, George's Quay, Limerick, Limerick, V94 YW9T",Longford
Victoria House Medical Practice,"Victoria House, John's Square, Limerick, Limerick, V94 K3VF",Longford
Walk In Medical Centre,"13 Saint Nessan's Park, Dooradoyle, Limerick, V94 AD86",Longford
Westbury Medical Centre,"Athea Upper, Athea, Limerick, V94 997A",Longford
Ard Bryan Clinic,"Dublin Road, Bryanstown, Drogheda, Louth, A92 H4XH",Louth
Ardmell Clinic,"Upper Mell, Drogheda, Louth, A92 FK2A",Louth
Aston Medical,"Unit 14 Aston Green, Aston Village, Drogheda, Louth, A92 RT20",Louth
Baltic Medical Clinic,"6 Meat Market Lane, Drogheda, Louth, A92 XKR8",Louth
Blackrock Family Practice,"Main Street, Blackrock, Louth, A91 XT9D",Louth
Blackrock Medical Centre,"Main Street, Blackrock, Louth, A91 PYY3",Louth
Boyne Medical Practice,"Unit 12 Boyne Shopping Centre, Bolton Street, Drogheda, Louth, A92 E283",Louth
Bryanstown Medical Centre,"Bryanstown, Dublin Road, Drogheda, Louth, A92 HHT2",Louth
Brú Medical Clinic,"Wellington Quay, Drogheda, Louth, A92 E0YX",Louth
Carlingford Medical Centre,"Trinity Close, Carlingford, Louth, A91 PEX2",Louth
Carrick Road Medical Centre,"Lis Na Dara, Dundalk, Louth, A91 HTX3",Louth
Castletown Clinic,"133/135 Castletown Road, Dundalk, Louth, A91 VHR3",Louth
Centric Health - Dundalk,"Main Street, Blackrock, Louth, A91 DX6K",Louth
"Centric Health - Hilltop Medical Practice,","Drogheda Retail And Leisure Centre, Rathmullan Road, Drogheda, Louth, A92 KVP8",Louth
Church Street Medical Centre,"1st Floor 1-3 Church Street, Dundalk, Louth, A91 RD2P",Louth
Clann Medical Practice,"Cross Lane, Drogheda, Louth, A92 PP5X",Louth
Clogherhead Health Care Centre,"Clogherhead, Louth, A92 P58A",Louth
Cornerstone Medical Practice,"19 Fair Street, Drogheda, Louth, A92 VN2K",Louth
Dr Byrnes Surgery,"10 Francis Street, Dundalk, Louth, A91 TP4V",Louth
Dr Ciarin Cairns Medical Practice,"2b Neighbourhood Shopping Centre, Inner Relief Road, Dundalk, Louth, A91 P5PD",Louth
Dr J. Whately Surgery,"2 Park Avenue, Dundalk, Louth, A91 R88X",Louth
Dr Liam Mcgrath,"30 Jocelyn Street, Dundalk, Louth, A91 RY6A",Louth
Drogheda Medical Clinic,"Dublin Road, Drogheda, Louth, A92 A40Y",Louth
Dunleer Medical Centre,"Main Street, Dunleer, Louth, A92 AFH1",Louth
Fairgate Medical Practice,"13 Fair Street, Drogheda, Louth, A92 X650",Louth
Ferdia Family Practice,"Unit 3 Ash Mews, Ash Walk, Ardee, Louth, A92 FXE4",Louth
John Street Surgery,"John Street, Ardee, Louth, A92 E3WY",Louth
Lorenc Medical Centre,"Drogheda Street, Collon, Louth, A92 RY27",Louth
Lugh Medical Centre,"Unit 3 College House, College Heights, Dundalk, Louth, A91 KD51",Louth
Medical Centre,"13 Demesne Road, Dundalk, Louth, A91 E516",Louth
Northgate Surgery,"226 Pearse Park, Drogheda, Louth, A92 E088",Louth
Number 47 Medical Practice,"47 Fair Street, Drogheda, Louth, A92 Y62H",Louth
Quays Medical Practice,"Wellington Quay, Drogheda, Louth, A92 E0YX",Louth
Ravensdale Dispensary,"Proleek Acres, Ravensdale, Louth, A91 T025",Louth
Roden Court Medical Clinic,"Roden Place, Dundalk, Louth, A91 C1XY",Louth
Seatown Family Practice,"10 Seatown Place, Dundalk, Dundalk, Louth, A91 K8YW",Louth
South Beach Medical Centre,"Main Street, Blackrock, Louth, A91 T9TP",Louth
Southside Medical,"Unit 5, Dublin Road, Drogheda, Louth, A92 XE86",Louth
The Laurels Health Centre,"Primary Care Centre, 1 The Laurels, Dundalk, Louth, A91 CVK6",Louth
The Square Medical,"1st Floor Elgee Building, Market Square, Dundalk, Louth, A91 YR9X",Louth
Tierney St Surgery,"Tierney Street, Ardee, Louth, A92 K5NN",Louth
Tullyallen Medical Centre,"Tullyallen, Louth, A92 FWN2",Louth
"Wheaton Hall Medical Centre,","Wheaton Hall, Drogheda, Louth, A92 E266",Louth
Achill Doctors,"Pollagh, Keel, Achill, Mayo, F28 X3Y6",Mayo
Achill Sound Health Centre,"Saint Fionnans Road, Achill, Mayo, F28 W925",Mayo
Annagh Medical Centre,"Doctors Road, Ballyhaunis, Mayo, F35 X932",Mayo
Atlantic Medical Centre,"Cq Centre, Kevin Barry Street, Ballina, Mayo, F26 DK76",Mayo
Balla Medical Centre,"Balla, Mayo, F23 CV61",Mayo
Ballina Medical Centre,"Ballina Primary Care Centre, Kevin Barry Street, Ballina, Mayo, F26 P6P1",Mayo
Ballindine Primary Healthcare Hub,"Main Street, Ballindine, Mayo, F12 VE48",Mayo
Bangor Erris Health Centre,"Srahanarry, Bangor Erris, Ballina, Mayo, F26 Y886",Mayo
Castle Medical Centre,"Station Road, Castlebar, Mayo, F23 PX68",Mayo
Castlebar Family Practice,"Mountain View, Castlebar, Mayo, F23 EY43",Mayo
Clew Bay Family Practice,"Primary Care Centre, Tober Hill, Westport, Mayo, F28 ED71",Mayo
Deel Medical Centre,"Main Street, Crossmolina, Crossmolina, Mayo, F26 C6V2",Mayo
Dr Catherine Sweeney Family Practice,"Ballindine Health Centre, Main Street, Ballindine, Mayo, F12 H1R7",Mayo
Dr Charles Meehan,"Garden Court, Tone Street, Ballina, Mayo, F26 V978",Mayo
Dr Clinton,"Carrowkibbock Lower, Ballycastle, Mayo, F26 R3K4",Mayo
Dr David Brunker,"15 The Arches, Ballina, Mayo, F26 KV63",Mayo
Dr Diarmaid Mcloughlin,"3 Circular Road, Swinford, Mayo, F12 W243",Mayo
Dr Fergal Ruane Surgery,"Quay Street, Belmullet, Mayo, F26 HH60",Mayo
Dr Frances Rowley,"Dublin Road, Swinford, Mayo, F12 AW93",Mayo
Dr Hugh Byrne,"Ballynanerroon Beg, Partry, Mayo, F12 WD34",Mayo
Dr Ita Mullaghy,"South Mall, Westport, Mayo, F28 Y234",Mayo
Dr John Grimes,"Ballina Road, Foxford, Mayo, F26 DC42",Mayo
Dr John McCrohan,"Bridge Street, Swinford, Mayo, F12 RC04",Mayo
Dr Long,"New Antrim Street, Castlebar, Mayo, F23 P827",Mayo
Dr Marcus Allen,"4 Howley Terrace, Ballina, Mayo, F26 TP04",Mayo
Dr Noreen Lineen-Curtis,"Achill Health Centre, Achill, Mayo, F28 E142",Mayo
Dr Stephen Patten General Practice,"Market Street, Castlebar, Mayo, F23 ND98",Mayo
Foxford Medical Centre,"Main Street, Foxford, Mayo, F26 F2W7",Mayo
Glenamoy Health Centre,"Spadow, Glenamoy, Ballina, Mayo, F26 P8K8",Mayo
Grove Medical Centre,"Mill Street, Westport, Mayo, F28 EV22",Mayo
Hazelhill Family Practice,"Upper Main Street, Ballyhaunis, Mayo, F35 CX94",Mayo
HSE Doctor in Charge,"Community Care Centre, Ballagh Street, Charlestown, Mayo, F12 D620",Mayo
Inisturk GP Surgery,"Inisturk Community Centre, Ballyvaum, Inishturk, Mayo, H91 N990",Mayo
Kilkelly Medical Centre,"Ballaghadereen Road, Kilkelly, Mayo, F35 A092",Mayo
Killala Health Centre,"Ballina Road, Killala, Mayo, F26 P6H2",Mayo
Kiltimagh Medical Centre,"Walshtown, Kiltimagh, Mayo, F12 C6W7",Mayo
Knock Medical Centre,"Knock, Mayo, Mayo, F12 PA03",Mayo
Lahardane Medical Centre,"7 Church View, Lahardane, Ballina, Mayo, F26 R9K5",Mayo
Lakelands Medical Practice,"Ballinrobe Primary Care Centre, Claremorris Road, Ballinrobe, Mayo, F31 RW66",Mayo
Louisburgh Health Centre,"Westport Road, Louisburgh, Mayo, F28 XR50",Mayo
Louisburgh Medical Centre,"Chapel Street, Louisburgh, Mayo, F28 T184",Mayo
Lynn Medical Centre,"Nymphsfield, Cong, Mayo, F31 RD35",Mayo
Malvern Medical Centre,"Knock Road, Claremorris, Mayo, F12 R2A4",Mayo
Malvern Medical Group,"Ballindine Health Centre, Main Street, Ballindine, Mayo, F12 H1R7",Mayo
Malvern Medical Group Castlebar,"Bridge Street, Castlebar, Mayo, F23 X330",Mayo
Moneen Primary Care Centre,"Moneen Road, Castlebar, Mayo, F23 XV04",Mayo
Moyview Family Practice,"Dillon Terrace, Ballina, Mayo, F26 R9V2",Mayo
Mulranny Health Centre,"Mulranny, Westport, Mayo, F28 DK28",Mayo
Newport Health Centre,"Meddlicott Street, Newport, Mayo, F28 NW84",Mayo
Old Bank Medical Centre,"Abbey Street, Ballyhaunis, Mayo, F35 YH93",Mayo
"Primary Care Centre,","Moneen Road, Castlebar, Mayo, F23 XV04",Mayo
Reek View Clinic,"Westport Primary Care Centre, Tober Hill, Westport, Mayo, F28 ED71",Mayo
Swanick Family Practice,"Church Road, Belmullet, Mayo, F26 N9V9",Mayo
Swinford Medical Centre,"Davitt Place, Swinford, Mayo, F12 FT72",Mayo
Swinford Primary Care Centre,"Pound Lane, Swinford, Mayo, F12 D324",Mayo
The Medical Centre,"Clare Street, Ballyhaunis, Mayo, F35 R127",Mayo
The Surgery,"Bury Street, Ballina, Mayo, F26 R585",Mayo
Tobin Healthcare Centre,"Station Road, Castlebar, Mayo, F23 WV78",Mayo
Townley Medical Centre,"Ballyhaunis Road, Claremorris, Mayo, F12 V6P3",Mayo
West Coast Medical,"Westport Primary Care Centre, Tober Hill, Westport, Mayo, F28 ED71",Mayo
Westport Medical Clinic,"Market Lane, Bridge Street, Westport, Mayo, F28 A261",Mayo
Drogheda Medical Clinic,"Duleek Health Centre, Navan Road, Duleek, Meath, A92 KRN8",Monaghan
Abbey House Medical Centre,"Abbey Road, Navan, Meath, C15 D290",Monaghan
Ashbourne Family Practice,"Killegland Walk, Ashbourne, Meath, A84 A627",Monaghan
Ashbourne Medical Centre,"1st Floor, Killegland Street, Ashbourne, Meath, A84 TP84",Monaghan
Athboy Family Practice,"Main Street, Athboy, Meath, C15 E330",Monaghan
Ballagh House Surgery,"Ballagh House, Boynehill, Navan, Meath, C15 HK27",Monaghan
Bedford Medical Centre,"Convent Road, Navan, Meath, C15 PD0V",Monaghan
Bettystown Medical Practice,"20 Brookside, Bettystown, Meath, A92 PA02",Monaghan
Cannon Street Surgery,"Cannon Street, Kells, Meath, A82 F8W9",Monaghan
Centric Health Ashbourne Clinic,"Ashbourne Retail Park, Ballybin Road, Ashbourne, Meath, A84 DE42",Monaghan
Clonee Medical Centre,"Cloncourt, Main Street, Clonlee, Meath, D15 WE54",Monaghan
Deerpark Medical Centre,"2 Deerpark, Ashbourne, Meath, A84 HA24",Monaghan
Dr Noel Clancy,"Eden Bawn, Navan Road, Trim, Meath, C15 K791",Monaghan
Dr Patrick Tierney,"Lisheen, Grangend, Dunshaughlin, Meath, A85 YK82",Monaghan
Dr Shanthamurthy,"7 Watergate Street, Navan, Meath, C15 P653",Monaghan
Drumconrath Surgery,"Drumconrath, Navan, Meath, C15 DH9H",Monaghan
Dunboyne Family Practitioners,"4 Navan Road, Dunboyne, Meath, A86 KV44",Monaghan
Dunboyne Surgery,"Main Street, Dunboyne, Meath, A86 HX63",Monaghan
Dunshaughlin Health Care Unit,"Main Street, Dunshaughlin, Meath, A85 WD91",Monaghan
Dunshaughlin Health Care Unit,"Main Street, Dunshaughlin, Meath, A85 WD91",Monaghan
Enfield Health Centre,"Johnstown Road, Enfield, Meath, A83 YN20",Monaghan
Family Practitioners,"Dunshaughlin Health Care Unit, Main Street, Dunshaughlin, Meath, A85 WD91",Monaghan
Gormanston Park Surgery,"Gormanston, Meath, K32 PW44",Monaghan
Headfort Family Practice,"Kells Primary Care Centre, Navan Road, Kells, Meath, A82 H3C7",Monaghan
Johnstown Group Practice,"Oldtown Road, Johnstown, Navan, Meath, C15 H018",Monaghan
Kells Medical,"Church Street, Kells, Meath, A82 D6P5",Monaghan
Longwood Health Centre,"Kilglass, Longwood, Meath, A83 Y470",Monaghan
Meadowbank Medical Centre,"Meadowbank Hill, Ratoath, Meath, A85 HC98",Monaghan
Moynalty Health Centre,"Moynalty, Meath, A82 N596",Monaghan
My Family Clinic,"The Clonee Centre, Main Street, Clonlee, Meath, D15 H95Y",Monaghan
Navan Medical Practice,"Unit 2 Oldtown Road, Johnstown, Navan, Meath, C15 FY6D",Monaghan
Nobber Medical Practice,"Nobber Health Centre, Nobber, Meath, A82 N402",Monaghan
Oldcastle Health Centre,"Church Street, Oldcastle, Meath, A82 E8D8",Monaghan
Oldcastle Health Centre,"Church Street, Oldcastle, Meath, A82 E8D8",Monaghan
Ratoath Medical Centre,"Main Street, Ratoath, Meath, A85 XY32",Monaghan
Strand Medical Centre,"Laytown Health Centre, Laytown, Meath, A92 VA03",Monaghan
Summerhill Medical Centre,"Summerhill Primary Care Centre, New Road, Summerhill, Meath, A83 V252",Monaghan
The Maple Clinic,"Dublin Road, Ashbourne, Meath, A84 KV18",Monaghan
Trim Group Practice,"Trim Primary Care Centre, Knightsbridge Village, Trim, Meath, C15 PHP1",Monaghan
Trim Primary Care Centre,"Knightsbridge Village, Trim, Meath, C15 PHP1",Monaghan
Watergate Medical Centre,"14 Watergate Street, Navan, Meath, C15 RP8D",Monaghan
